230	any obstruction that impedes or is burdensome	hindrance|hinderance|hitch|preventive|preventative|encumbrance|incumbrance|interference
231	an oriental tobacco pipe with a long flexible tube connected to a container where the smoke is cooled by passing through water	hookah|narghile|nargileh|sheesha|shisha|chicha|calean|kalian
232	tranquilizer used to treat psychotic conditions when a calming effect is desired	major tranquilizer|major tranquillizer|major tranquilliser|antipsychotic drug|antipsychotic agent|antipsychotic|neuroleptic drug|neuroleptic agent
233	an amphetamine derivative (trade name Methedrine) used in the form of a crystalline hydrochloride	methamphetamine|methamphetamine hydrochloride|Methedrine|meth|deoxyephedrine|chalk|chicken feed|crank
234	street names for marijuana	pot|grass|green goddess|dope|weed|gage|sess|sens
235	a toilet that is available to the public	public toilet|comfort station|public convenience|convenience|public lavatory|restroom|toilet facility|wash room
236	street names for flunitrazepan	R-2|Mexican valium|rophy|rope|roofy|roach|forget me drug|circle
237	street names for gamma hydroxybutyrate	soap|scoop|max|liquid ecstasy|grievous bodily harm|goop|Georgia home boy|easy lay
238	an electronic device that receives television signals and displays them on a screen	television receiver|television|television set|tv|tv set|idiot box|boob tube|telly
239	a plumbing fixture for defecation and urination	toilet|can|commode|crapper|pot|potty|stool|throne
240	a building where prostitutes are available	whorehouse|brothel|bordello|bagnio|house of prostitution|house of ill repute|bawdyhouse|cathouse
241	excessive sternness	severity|severeness|harshness|rigor|rigour|rigorousness|rigourousness|inclemency
242	something hard to endure	asperity|grimness|hardship|rigor|rigour|severity|severeness|rigorousness
243	elegance by virtue of being fashionable	chic|chicness|chichi|modishness|smartness|stylishness|swank|last word
244	lack of elegance as a consequence of being pompous and puffed up with vanity	ostentation|ostentatiousness|pomposity|pompousness|pretentiousness|puffiness|splashiness|inflation
245	tasteless showiness	flashiness|garishness|gaudiness|loudness|brashness|meretriciousness|tawdriness|glitz
246	extreme stinginess	meanness|minginess|niggardliness|niggardness|parsimony|parsimoniousness|tightness|tightfistedness
247	the property of being cohesive and sticky	cohesiveness|glueyness|gluiness|gumminess|tackiness|ropiness|viscidity|viscidness
248	unnatural lack of color in the skin (as from bruising or sickness or emotional distress)	lividness|lividity|luridness|paleness|pallidness|pallor|wanness|achromasia
249	unusual largeness in size or extent or number	enormousness|grandness|greatness|immenseness|immensity|sizeableness|vastness|wideness
250	a wild gathering involving excessive drinking and promiscuity	orgy|debauch|debauchery|saturnalia|riot|bacchanal|bacchanalia|drunken revelry
251	something of little value	damn|darn|hoot|red cent|shit|shucks|tinker's damn|tinker's dam
252	an asset of special worth or utility	forte|strong suit|long suit|metier|specialty|speciality|strong point|strength
253	alternative names for the body of a human being	human body|physical body|material body|soma|build|figure|physique|anatomy
254	the jaw in vertebrates that is hinged to open the mouth	lower jaw|mandible|mandibula|mandibular bone|submaxilla|lower jawbone|jawbone|jowl
255	the system that includes all organs involved in reproduction and in the formation and voidance of urine	urogenital system|urogenital apparatus|urinary system|urinary apparatus|genitourinary system|genitourinary apparatus|systema urogenitale|apparatus urogenitalis
256	one of the two male reproductive glands that produce spermatozoa and secrete androgens	testis|testicle|orchis|ball|ballock|bollock|nut|egg
257	the fleshy part of the human body that you sit on	buttocks|nates|arse|butt|backside|bum|buns|can
258	informal terms for the nose	beak|honker|hooter|nozzle|snoot|snout|schnozzle|schnoz
259	the faculty of bodily perception	somesthesia|somesthesis|somaesthesia|somaesthesis|somatesthesia|somataesthesis|somatosensory system|somatic sensory system
260	something immaterial that interferes with or delays action or progress	hindrance|hinderance|deterrent|impediment|balk|baulk|check|handicap
261	a distinctive odor that is offensively unpleasant	malodor|malodour|stench|stink|reek|fetor|foetor|mephitis
262	the taste experience when a savoury condiment is taken into the mouth	relish|flavor|flavour|sapidity|savor|savour|smack|nip
263	any undertaking that is easy to do	cinch|breeze|picnic|snap|duck soup|child's play|pushover|walkover
264	absentminded dreaming while awake	reverie|revery|daydream|daydreaming|oneirism|air castle|castle in the air|castle in Spain
265	a job in an organization	position|post|berth|office|spot|billet|place|situation
266	the choicest or most essential or most vital part of some idea or experience	kernel|substance|core|center|centre|essence|gist|heart
267	an esoteric theosophy of rabbinical origin based on the Hebrew scriptures and developed between the 7th and 18th centuries	Kabbalah|Kabbala|Kabala|Cabbalah|Cabbala|Cabala|Qabbalah|Qabbala
268	a branch of knowledge	discipline|subject|subject area|subject field|field|field of study|study|bailiwick
269	the sacred writings of the Christian religions	Bible|Christian Bible|Book|Good Book|Holy Scripture|Holy Writ|Scripture|Word of God
270	pretentious or silly talk or writing	baloney|boloney|bilgewater|bosh|drool|humbug|taradiddle|tarradiddle
271	nonsensical talk or writing	folderol|rubbish|tripe|trumpery|trash|wish-wash|applesauce|codswallop
272	a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement	movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show
273	a farewell remark	adieu|adios|arrivederci|auf wiedersehen|au revoir|bye|bye-bye|cheerio
274	an esoteric or occult matter resembling the Kabbalah that is traditionally secret	cabala|cabbala|cabbalah|kabala|kabbala|kabbalah|qabala|qabalah
275	plastic surgery to remove wrinkles and other signs of aging from your face	face lift|facelift|lift|face lifting|cosmetic surgery|rhytidectomy|rhytidoplasty|nip and tuck
276	a composition that imitates or misrepresents somebody's style, usually in a humorous way	parody|lampoon|spoof|sendup|send-up|mockery|takeoff|burlesque
277	a nonstandard form of American English characteristically spoken by African Americans in the United States	African American Vernacular English|AAVE|African American English|Black English|Black English Vernacular|Black Vernacular|Black Vernacular English|Ebonics
278	a very loud utterance (like the sound of an animal)	bellow|bellowing|holla|holler|hollering|hollo|holloa|roar
279	a cry or noise made to express displeasure or contempt	boo|hoot|Bronx cheer|hiss|raspberry|razzing|razz|snort
280	light informal conversation for social occasions	chitchat|chit-chat|chit chat|small talk|gab|gabfest|gossip|tittle-tattle
281	a contentious speech act	controversy|contention|contestation|disputation|disceptation|tilt|argument|arguing
282	an advertisement (usually printed on a page or in a leaflet) intended for wide distribution	circular|handbill|bill|broadside|broadsheet|flier|flyer|throwaway
283	a truncated cloth cone mounted on a mast	windsock|wind sock|sock|air sock|air-sleeve|wind sleeve|wind cone|drogue
284	reckless or malicious behavior that causes discomfort or annoyance in others	mischief|mischief-making|mischievousness|deviltry|devilry|devilment|rascality|roguery
285	a sudden happening that brings good fortune (as a sudden opportunity to make money)	boom|bonanza|gold rush|gravy|godsend|manna from heaven|windfall|bunce
286	a positive feeling of liking	affection|affectionateness|fondness|tenderness|heart|warmness|warmheartedness|philia
287	an embarrassing mistake	blunder|blooper|bloomer|bungle|pratfall|foul-up|fuckup|flub
288	a flat cake of thin batter fried on both sides on a griddle	pancake|battercake|flannel cake|flannel-cake|flapcake|flapjack|griddlecake|hotcake
289	a smooth-textured sausage of minced beef or pork usually smoked	frank|frankfurter|hotdog|hot dog|dog|wiener|wienerwurst|weenie
290	a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments)	bomber|grinder|hero|hero sandwich|hoagie|hoagy|Cuban sandwich|Italian sandwich
291	seed of the mung bean plant used for food	mung bean|mung|green bean|green gram|golden gram|moong|mash bean|munggo
292	a swindle in which you cheat at gambling or persuade a person to buy worthless property	bunco|bunco game|bunko|bunko game|con|confidence trick|confidence game|con game
293	an interest group that tries to influence legislators or bureaucrats to act in their favor, typically through lobbying	special interest|special-interest group|special interest group|advocacy group|lobby group|lobby|pressure group|third house
294	a Shiite terrorist organization with strong ties to Iran	Hizballah|Hezbollah|Hizbollah|Hizbullah|Lebanese Hizballah|Party of God|Islamic Jihad|Islamic Jihad for the Liberation of Palestine
295	the descendants of one individual	lineage|line|line of descent|descent|bloodline|blood line|blood|pedigree
296	an international organization of European countries formed after World War II to reduce trade barriers and increase cooperation among its members	European Union|EU|European Community|EC|European Economic Community|EEC|Common Market|Europe
297	a collection containing a variety of sorts of things	assortment|mixture|mixed bag|miscellany|miscellanea|variety|salmagundi|smorgasbord
298	a motley assortment of things	odds and ends|oddments|melange|farrago|ragbag|mishmash|mingle-mangle|hodgepodge
299	a form of government in which the ruler is an absolute dictator (not restricted by a constitution or laws or opposition etc.)	dictatorship|absolutism|authoritarianism|Caesarism|despotism|monocracy|one-man rule|shogunate
300	sexual activity between individuals, especially the insertion of a man's penis into a woman's vagina until orgasm and ejaculation occur	sexual intercourse|intercourse|sex act|copulation|coitus|coition|sexual congress|sexual relation
301	slang for sexual intercourse	fuck|fucking|screw|screwing|ass|nooky|nookie|piece of ass
302	affectionate play (or foreplay without contact with the genital organs)	caressing|cuddling|fondling|hugging|kissing|necking|petting|smooching
303	an accumulation of refuse and discarded matter	garbage heap|junk heap|rubbish heap|scrapheap|trash heap|junk pile|trash pile|refuse heap
304	an automatic instinctive unlearned reaction to a stimulus	reflex|reflex response|reflex action|instinctive reflex|innate reflex|inborn reflex|unconditioned reflex|physiological reaction
305	a landlocked republic in west central Asia bordering on northwestern China	Kyrgyzstan|Kyrgyz Republic|Kirghizia|Kirgizia|Kirghiz|Kirgiz|Kirghizstan|Kirgizstan
306	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pa	United States|United States of America|America|the States|US|U.S.|USA|U.S.A.
307	terms referring to the Judeo-Christian God	Godhead|Lord|Creator|Maker|Divine|God Almighty|Almighty|Jehovah
308	a name for the God of the Old Testament as transliterated from the Hebrew consonants YHVH	Yahweh|YHWH|Yahwe|Yahveh|YHVH|Yahve|Wahvey|Jahvey
309	someone who is dazzlingly skilled in any field	ace|adept|champion|sensation|maven|mavin|virtuoso|genius
310	a woman adulterer	adulteress|fornicatress|hussy|jade|loose woman|slut|strumpet|trollop
311	insulting terms of address for people who are stupid or irritating or ridiculous	asshole|bastard|cocksucker|dickhead|shit|mother fucker|motherfucker|prick
312	a very wealthy or powerful businessman	baron|big businessman|business leader|king|magnate|mogul|power|top executive
313	an important influential person	big shot|big gun|big wheel|big cheese|big deal|big enchilada|big fish|head honcho
314	a cruel and brutal fellow	bully|tough|hooligan|ruffian|roughneck|rowdy|yob|yobo
315	someone who makes mistakes because of incompetence	bungler|blunderer|fumbler|bumbler|stumbler|sad sack|botcher|butcher
316	a professional card player who makes a living by cheating at card games	cardsharp|card sharp|cardsharper|card sharper|sharper|sharpie|sharpy|card shark
317	a boy or man	chap|fellow|feller|fella|lad|gent|blighter|cuss
318	a young person of either sex	child|kid|youngster|minor|shaver|nipper|small fry|tiddler
319	a person who is gullible and easy to take advantage of	chump|fool|gull|mark|patsy|fall guy|sucker|soft touch
320	a hired hand who tends cattle and performs other duties on horseback	cowboy|cowpuncher|puncher|cowman|cattleman|cowpoke|cowhand|cowherd
321	(used as an intensifier) extremely well	wonderfully|wondrous|wondrously|superbly|toppingly|marvellously|terrifically|marvelously
322	despite anything to the contrary (usually preceding a concession)	however|nevertheless|withal|still|yet|all the same|even so|nonetheless
323	used in negative statement to describe a situation that has existed up to this point or up to the present time	so far|thus far|up to now|hitherto|heretofore|as yet|yet|til now
324	to certain extent or degree	reasonably|moderately|pretty|jolly|somewhat|fairly|middling|passably
325	without delay or hesitation	immediately|instantly|straightaway|straight off|directly|now|right away|at once
